Company_Brand,HeadQuarter,Sector,What_it_does,Amount,Stage,Stage_category,Funding_year,Sector_category
Cashify,Gurugram,E-commerce,Cashify.in is an e-commerce platform for reselling used electronic gadgets.,15000000.0,Seed,unknown,2021,Consumer Discretionary
Questt,Gurugram,EdTech,Questt is a homework app that allows teachers to allocate objective and subjective homework based on selected content.,1000000.0,Seed,Seed,2021,Information Technology
DealShare,Jaipur,E-commerce,DealShare is a Social Commerce Startup,3000000.0,Debt,Others,2021,Consumer Discretionary
Euler Motors,New Delhi,Automotive,Electric Light Commercial Vehicle,4000000.0,Series A,Series A,2021,unknown
Blume Ventures,Mumbai,FinTech,Blume Ventures provides pre-series A and early stage funding to tech-focused/tech-enabled ventures.,40000000.0,Seed,unknown,2021,Financials
KoineArth,Bangalore,Blockchain startup,"Koinearth is a stealth mode startup working at the intersection of blockchains, machine learning and mechanism design",1800000.0,Pre-series A,Pre-seed,2021,Information Technology
ImaginXP,Pune,EdTech,ImaginXP is a curriculum company with a focus on training and certification in UX Design and Design Thinking.,1500000.0,Seed,unknown,2021,Information Technology
Apna.co,Bangalore,Recruitment,Apna is a recruitment platform that gives opportunities for blue or grey collar jobs.,12500000.0,Seed,unknown,2021,unknown
ideaForge,Mumbai,Drone,ideaForge is an Indian company engaged in the development of unmanned aerial systems.,2000000.0,Seed,unknown,2021,unknown
Clairco,Bangalore,CleanTech,Clairco provides enhanced air purification and real-time insights for breathable air indoors.,500000.0,Seed,unknown,2021,unknown
Northern Arc,Chennai,FinTech,Northern Arc Capital (Formerly known as IFMR Capital) is a Non-Banking Finance Company.,50000000.0,Debt,Others,2021,Financials
Virohan,Gurugram,EdTech,Virohan is an EdTech company that offers healthcare vocational training to students to build a career in the healthcare industry.,3000000.0,Series A,Series A,2021,Information Technology
BankSathi,New Delhi,FinTech,"Bank Sathi provides loans, insurance, cards comparison, and approval facility.",200000.0,Seed,Seed,2021,Financials
BlissClub,Bangalore,Fashion,"BlissClub is a community first women’s activewear brand. It is a Direct-to-Consumer brand in the active lifestyle space, founded in 2020 by ISB Alum Minu Margeret",2000000.0,Seed,Seed,2021,Consumer Discretionary
BricSpaces,Bangalore,Real estate,"A prop-tech company that finds and customizes offices, living, or retail spaces based on your requirements.",350000.0,Pre-seed,Pre-seed,2021,unknown
ANSR,Bangalore,Consulting,"ANSR Consulting is providing end-to-end services for companies, setting up captive service centers.",15000000.0,Series B,"Series B,C,D&E",2021,Consumer Discretionary
Reccy Adventures,Gurugram,Sports startup,Reccy Adventures is an adventure sports startup.,400000.0,Seed,Seed,2021,Consumer Discretionary
Magenta EV,Mumbai,Renewable Energy,Magenta is in the business of Enabling electric mobility & Making electricity clean,15000000.0,Series A,Series A,2021,Energy
Karbon Card,Bangalore,FinTech,Karbon Card is a financial platform for Indian entrepreneurs.,1000000.0,Pre-series A,Pre-seed,2021,Financials
Wysa,Bangalore,AI company,Wysa is an AI conversational agent that has been shown to help improve mental health,5000000.0,Series A,Series A,2021,Information Technology
Agnikul,Chennai,SpaceTech,"Agnikul is a space tech startup that designs, manufactures, tests, and launch orbital class rockets for micro and nano satellites.",11000000.0,Series A,Series A,2021,unknown
Glamplus,Bangalore,SaaS startup,India's #1 SaaS based Salon experience Software,200000.0,Pre-series A,Pre-seed,2021,Information Technology
Tekie,Gurugram,EdTech,"Tekie is a live coding platform for kids that uses the power of storytelling, to make learning to code a movie-like experience.",1500000.0,Seed,Seed,2021,Information Technology
Asirvad Microfinance,Chennai,FinTech,Asirvad Microfinance provides microfinance loans to women from a poor and low-income households.,15000000.0,Seed,unknown,2021,Financials
Betterhalf.ai,Bangalore,Matrimony,India’s first and only matrimony app without parents. 10L verified profiles 20L matches 50K relationships 3K marriages,3000000.0,Pre-series A,Pre-seed,2021,Consumer Discretionary
Koo,Bangalore,Social Media,Koo App operates as a microblogging app.,30000000.0,Series B,"Series B,C,D&E",2021,Consumer Discretionary
Mentoria,Mumbai,EdTech,Mentoria is a holistic career discovery platform that enables students to discover themselves and the careers they will enjoy and excel at.,200000.0,Pre-series A,Pre-seed,2021,Information Technology
Cuvette Tech,Bangalore,Human Resources,Help startups to find interns who are verified on their software development skills and problem-solving abilities.,1800000.0,Seed,Seed,2021,unknown
Clensta,New Delhi,BioTechnology,A biotechnology start-up was incorporated to improve the National Hygiene condition whilst addressing the aspect of water conservation.,600000.0,Seed,unknown,2021,Information Technology
FarMart,Gurugram,AgriTech,FarMart is a micro-SaaS platform that helps food businesses source high quality produce at affordable prices,24000000.0,Pre-series A,Pre-seed,2021,Information Technology
Kodo Card,Mumbai,FinTech,Kodo card is a corporate card for new economy businesses in India.,8000000.0,Seed,Seed,2021,Financials
Get My Parking,New Delhi,Mobility,"Get My Parking, is a B2B Platform-as-a-Service company.",6000000.0,Seed,unknown,2021,Consumer Discretionary
Cellestial,Hyderabad,Electronics,Cellestial E-mobility is a city-based startup working in developing electric tractors with the longest battery life.,500000.0,Pre-series A,Pre-seed,2021,Information Technology
FanCode,Mumbai,Sports startup,"FanCode is a multi sport aggregator platform for every sports fan, focusing on long trail sports content and contextual commerce.",50000000.0,Seed,unknown,2021,Consumer Discretionary
Jai Kisan,Mumbai,FinTech,Jai Kisan is a fintech platform that provides sustainable financing for rural emerging markets,30000000.0,Series A,Series A,2021,Financials
Plum,Bangalore,HealthCare,High quality health insurance and health benefits,15000000.0,Series A,Series A,2021,Health Care
ThatMate,Satara,HealthCare,ThatMate is a sexual and mental wellness app for teens.,140000.0,Seed,unknown,2021,Health Care
Klassroom,Mumbai,EdTech,Klassroom offers a one-of-a-kind LIVE interactive learning experience to students.,200000.0,Pre-series A,Pre-seed,2021,Information Technology
Convin,Bangalore,SaaS startup,Convin is a conversation intelligence platform that helps remote sales teams to understand conversations on a deeper levels.,300000.0,Pre-seed,Pre-seed,2021,Information Technology
Mensa Brands,Bangalore,Clothing,"Mensa scales brands leveraging its expertise in ecommerce, technology, marketing, category management & demand planning.",50000000.0,Series A,Series A,2021,Consumer Discretionary
Disruptium,Ahmadabad,Consulting,A consultancy platform for startups,200000.0,Seed,unknown,2021,Consumer Discretionary
Pickright Technologies,Bangalore,FinTech,Pickright is a fintech marketplace platform for stock market investors and the stock market advisors.,200000.0,Seed,unknown,2021,Financials
BharatPe,New Delhi,FinTech,"BharatPe is the definitive platform for financial services. We process payments via UPI and POS, and provide credit / loans to our merchants",6000000.0,Debt,Others,2021,Financials
RuleZero,Bangalore,Tech Startup,Rulezero is a technology platform created by experienced startup executives to automate and manage the equity ownership of a startup.,1000000.0,Seed,Seed,2021,unknown
Rubix Data Sciences,Mumbai,IT startup,"Rubix Data Sciences focuses on simplifying decision making for Credit, Risk, Compliance, Supply Chain and Marketing professionals in the B2B domain.",800000.0,Seed,Seed,2021,Information Technology
Locobuzz,Mumbai,Analytics,LocoBuzz is an analytics-based integrated marketing platform.,4000000.0,Series A,Series A,2021,Information Technology
We Founder Circle,Mumbai,FinTech,"A global platform of founders for founders offering investment, network and business opportunities.",2000000.0,Pre-seed,Pre-seed,2021,Financials
Haqdarshak,Jaipur,Finance,Haqdarshak is a tech platform that connects citizens with their eligible welfare schemes.,800000.0,Pre-series A,Pre-seed,2021,Financials
Enthu.ai,Chandigarh,AI startup,Enthu.AI operates as a conversation intelligence startup.,200000.0,Seed,unknown,2021,Information Technology
Myelin Foundry,Bangalore,AI startup,"Myelin Foundry is a deep tech product start-up transforming human experiences and industry outcomes by building Artificial Intelligence algorithms on video, voice, and sensor data, for consumer edge devices",1000000.0,Pre-series A,Pre-seed,2021,Information Technology
SuperOps.ai,Chennai,AI startup,SuperOps.ai is an early stage startup in the MSP space.,3000000.0,Seed,Seed,2021,Information Technology
6Degree,Mumbai,Retail,6Degree is a fashion retail startup that provides a launchpad to fashion talent and brands using a tech-enabled platform.,1000000.0,Seed,unknown,2021,Consumer Discretionary
Teachmint,Bangalore,EdTech,Teachmint is an online learning platform that focuses on tutor-student connectivity.,16500000.0,Series A,Series A,2021,Information Technology
Sarathi,Jodhpur,HealthCare,"Offer a range of services like lab tests, consultation at home, nursing services, emergency services, and appointment management.",100000.0,Seed,Seed,2021,Health Care
Jidoka Technologies,Chennai,Software,"Deliver automation of visual inspection, retaining the power of human intelligence, to enhance quality and efficiency",340000.0,Seed,Seed,2021,Information Technology
Rapido,Bangalore,Transportation,Rapido is a bike taxi service that encourages people to offer bike rides to other people.,43000000.0,Series C,"Series B,C,D&E",2021,Industrial
BYJU'S,Bangalore,EdTech,BYJU'S is an educational technology company that develops personalized learning programs for K-12 students.,150000000.0,Seed,unknown,2021,Information Technology
ElasticRun,Pune,E-commerce,ElasticRun develops an online system that improves the reception of orders from customers and the dispatch of delivery drivers.,75000000.0,Series D,"Series B,C,D&E",2021,Consumer Discretionary
Avail Finance,Bangalore,FinTech,Avail is a mobile-first platform aiming to financially include the urban mass of India.,3000000.0,Debt,Others,2021,Financials
Nivesh,Noida,FinTech,Nivesh.com is a mass market mutual funds investment platform.,1600000.0,Pre-series A,Pre-seed,2021,Financials
Thingsup,Pune,IoT platform,Thingsup is an Enterprise Grade IoT Platform.,1000000.0,Seed,unknown,2021,Information Technology
Arthya Wealth and Investments,Mumbai,FinTech,"A comprehensive, high quality, open-architecture based Wealth Management and Investment Advisory platform, to cater to investors across the board: Individuals, Businesses/Corporate Treasuries, Family Offices, Trusts and more.",1000000.0,Pre-series A,Pre-seed,2021,Financials
Zepto,Mumbai,E-commerce,Grocery delivery startup,60000000.0,Seed,unknown,2021,Consumer Discretionary
Fi,Bangalore,Financial Services,Fi is a neo bank.,50000000.0,Series B,"Series B,C,D&E",2021,Financials
Kiko Live,Gurugram,Commerce,Video-based social commerce startup,1000000.0,Pre-series A,Pre-seed,2021,Information Technology
The Hosteller,Mumbai,Hospitality,"Pit-stop for global as well as local travellers to relax, rejuvenate and experience India’s rich heritage while not worrying about a clean, safe and smart place to stay.",1000000.0,Pre-series A,Pre-seed,2021,Health Care
Ruptok Fintech,New Delhi,Financial Services,"Ruptok fintech Pvt. Ltd. is an online gold loan service provider , with attractive interests rate .",2000000.0,Pre-series A,Pre-seed,2021,Financials
VilCart,Bangalore,Retail,Vilcart's motto is sustainable rural development through stability for rural retailers.,2000000.0,Seed,unknown,2021,Consumer Discretionary
Dogsee Chew,Bangalore,Food & Beverages,100% Natural Dog Treats.,7000000.0,Pre-series A,Pre-seed,2021,Consumer Discretionary
Advantage Club,Gurugram,HR Tech,Advantage Club is India's largest employee engagement platform.,3300000.0,Pre-series A,Pre-seed,2021,unknown
TRDR,Bangalore,Financial Services,TRDR is an all-new approach to investing.,150000.0,Seed,unknown,2021,Financials
Zoomcar,Bangalore,Mobility,Zoomcar holds the distinction of being India’s first personal mobility platform,92000000.0,Seed,unknown,2021,Consumer Discretionary
Leap India,Mumbai,Logistics & Supply Chain,"""Leading Enterprise in Asset Pooling"" India's Largest Sustainable Supply Chain Solutions Company.",10000000.0,Seed,unknown,2021,Industrial
SuperBottoms,Mumbai,Consumer Goods,SuperBottoms was born out of a personal passion for cloth diapering that would give the convenience of diapers while not harming the environment and baby’s skin.,400000.0,Seed,unknown,2021,Consumer Discretionary
